,Submission ID,What is your age?,Gender,Where do you typically drink coffee?
2844,jB9V21,55-64 years old,Female, At home
2845,jB9V21,55-64 years old,Female, At the office
2846,0EjWGP,25-34 years old,Female, At home
2847,0EjWGP,25-34 years old,Female, At a cafe
2848,aBrMxB,18-24 years old,Male, At home
2849,KMBjAg,25-34 years old,Female, At home
2850,AlbXGl,>65 years old,Male, At home
2851,9dJKR1,25-34 years old,Male, At home
2852,6dQBzA,25-34 years old,Male, At the office
2853,dY2yKz,25-34 years old,Male, At home
2854,dY2yKz,25-34 years old,Male, At the office
2855,dY2yKz,25-34 years old,Male, On the go
2856,dY2yKz,25-34 years old,Male, At a cafe
2857,MAdxdX,25-34 years old,Female, At home
2858,MAdxdX,25-34 years old,Female, On the go
2859,6dQByN,25-34 years old,Female, At home
2860,6dQByN,25-34 years old,Female, At a cafe
2861,dY2y1V,25-34 years old,Male, At home
2862,dY2y1V,25-34 years old,Male, At a cafe
2863,42NbAb,>65 years old,Male, At home
2864,rlrZlN,35-44 years old,Female, At home
2865,rlrZlN,35-44 years old,Female, At the office
2866,VZ16xN,55-64 years old,Male, At home
2867,OABNdK,35-44 years old,Male, At home
2868,OABNdK,35-44 years old,Male, At the office
2869,OABNdK,35-44 years old,Male, On the go
2870,VZ16oa,45-54 years old,Male, At home
2871,VZ16oa,45-54 years old,Male, At the office
2872,VZ16oa,45-54 years old,Male, At a cafe
2873,zKQ6zR,25-34 years old,Female, At home
2874,zKQ6zR,25-34 years old,Female, At the office
2875,NABZJQ,25-34 years old,Male, At home
2876,NABZJQ,25-34 years old,Male, At the office
2877,ylqa8X,35-44 years old,Male, At home
2878,ylqa8X,35-44 years old,Male, At the office
2879,KMBj2X,25-34 years old,Male, At home
2880,KMBj2X,25-34 years old,Male, At the office
2881,jB9VRa,25-34 years old,Male, At home
2882,aBrMLB,25-34 years old,Female, At home
2883,YZzAAJ,25-34 years old,Female, At home
2884,YZzAAJ,25-34 years old,Female, On the go
2885,YZzAAJ,25-34 years old,Female, At a cafe
2886,9dJK05,25-34 years old,Male, At home
2887,24x6G9,25-34 years old,Female, At home
2888,24x6G9,25-34 years old,Female, At a cafe
2889,rlrZQ2,25-34 years old,Female, At home
2890,rlrZQ2,25-34 years old,Female, At the office
2891,YZzA1B,25-34 years old,Male, At home
2892,YZzA1B,25-34 years old,Male, At the office
2893,YZzA1B,25-34 years old,Male, At a cafe
2894,xdNW7d,25-34 years old,Male, At home
2895,xdNW7d,25-34 years old,Male, At the office
2896,xdNW7d,25-34 years old,Male, On the go
2897,ylqaBg,25-34 years old,Female, At home
2898,ylqaBg,25-34 years old,Female, At a cafe
2899,jB9V84,25-34 years old,Male, At home
2900,jB9V84,25-34 years old,Male, At the office
2901,jB9V84,25-34 years old,Male, At a cafe
2902,vNx95D,35-44 years old,Female, At home
2903,LdM22p,18-24 years old,Female, At home
2904,LdM22p,18-24 years old,Female, At a cafe
2905,NABZ2j,25-34 years old,Female, At home
2906,RzB9yj,45-54 years old,Male, At home
2907,qbElqg,25-34 years old,Other (please specify), At home
2908,GrBPPk,25-34 years old,Male, At home
2909,EPbOpX,18-24 years old,Male, At home
2910,6dQBgk,25-34 years old,Female, At home
2911,VZ16Wy,25-34 years old,Female, At home
2912,VZ16Wy,25-34 years old,Female, On the go
2913,VZ16Wy,25-34 years old,Female, At a cafe
2914,GrBP8o,<18 years old,Male, At home
2915,GrBP8o,<18 years old,Male, At a cafe
2916,MAdxWM,25-34 years old,Male, At home
2917,MAdxWM,25-34 years old,Male, At a cafe
2918,J2k4Po,25-34 years old,Male, At home
2919,J2k4Po,25-34 years old,Male, At a cafe
2920,GrBP2o,18-24 years old,Female, None of these
2921,1r2a1W,18-24 years old,Male, At home
2922,1r2a1W,18-24 years old,Male, At a cafe
2923,AlbXXz,25-34 years old,Male, At home
2924,lNlExk,35-44 years old,Male, At home
2925,lNlExk,35-44 years old,Male, At the office
2926,g5NoBl,18-24 years old,Female, At home
2927,g5NoBl,18-24 years old,Female, At a cafe
2928,LdM2A1,25-34 years old,Male, At home
2929,24x6QL,18-24 years old,Female, On the go
2930,24x6QL,18-24 years old,Female, At a cafe
2931,bl4pZ2,25-34 years old,Female, At home
2932,oAVj4V,25-34 years old,Male, At home
2933,oAVj4V,25-34 years old,Male, At a cafe
2934,QABQ6p,18-24 years old,Male, At home
2935,QABQ6p,18-24 years old,Male, On the go
2936,QABQ6p,18-24 years old,Male, At a cafe
2937,XeBbbY,25-34 years old,Female, At home
2938,XeBbbY,25-34 years old,Female, At the office
2939,XeBbbY,25-34 years old,Female, On the go
2940,KMBjKV,35-44 years old,Male, At home
2941,KMBjKV,35-44 years old,Male, At the office
2942,KMBjKV,35-44 years old,Male, On the go
2943,KMBjKV,35-44 years old,Male, At a cafe
2944,24x62j,18-24 years old,Female, At home
2945,24x62j,18-24 years old,Female, At the office
2946,oAVjrV,25-34 years old,Female, At home
2947,aBrMWv,25-34 years old,Male, At home
2948,aBrMWv,25-34 years old,Male, At the office
2949,9dJK8Q,25-34 years old,Male, At home
2950,9dJK8Q,25-34 years old,Male, At the office
2951,rlrZZR,>65 years old,Male, At home
2952,pLP2pB,35-44 years old,Male, At the office
2953,24x6qV,25-34 years old,Male, At home
2954,24x6qV,25-34 years old,Male, At the office
2955,EPbRKq,25-34 years old,Male, At home
2956,KMBEYM,35-44 years old,Prefer not to say, At home
2957,KMBEYM,35-44 years old,Prefer not to say, At the office
2958,qbElrG,55-64 years old,Male, At home
2959,qbElrG,55-64 years old,Male, At the office
2960,qbElrG,55-64 years old,Male, On the go
2961,1r2aol,45-54 years old,Female, At home
2962,RzB9XJ,35-44 years old,Male, At home
2963,rlrZ8R,25-34 years old,Female, At home
2964,5dq7BM,25-34 years old,Male, At home
2965,5dq7KM,25-34 years old,Non-binary, At home
2966,oAVP61,25-34 years old,Male, At home
2967,oAVP61,25-34 years old,Male, At a cafe
2968,1r2ajQ,25-34 years old,Male, At home
2969,1r2ajQ,25-34 years old,Male, On the go
2970,5dq7bP,35-44 years old,Male, At home
2971,5dq7bP,35-44 years old,Male, At the office
2972,5dq7bP,35-44 years old,Male, On the go
2973,BGbRPN,18-24 years old,Female, At home
2974,BGbRPN,18-24 years old,Female, On the go
2975,BGbRPN,18-24 years old,Female, At a cafe
2976,YZzABW,25-34 years old,Male, At home
2977,zKQ9E8,25-34 years old,Male, At home
2978,zKQ9E8,25-34 years old,Male, At the office
2979,vNxZPX,25-34 years old,Female, At home
2980,EPbRzo,25-34 years old,Male, At home
2981,EPbRzo,25-34 years old,Male, At the office
2982,EPbRzo,25-34 years old,Male, On the go
2983,EPbRzo,25-34 years old,Male, At a cafe
2984,9dJkGG,45-54 years old,Male, At home
2985,dY2yyK,25-34 years old,Female, At home
2986,dY2yyK,25-34 years old,Female, At a cafe
2987,42N6r5,25-34 years old,Male, At home
2988,eBxXOl,35-44 years old,Male, At home
2989,eBxXOl,35-44 years old,Male, On the go
2990,eBxXOl,35-44 years old,Male, At a cafe
2991,7d9krR,55-64 years old,Male, At home
2992,PABxD0,35-44 years old,Female, At home
2993,PABxD0,35-44 years old,Female, At the office
2994,24x6qp,45-54 years old,Male, At home
2995,ZdR7OA,25-34 years old,Male, At home
2996,pLPEBP,18-24 years old,Male, At home
2997,YZzA85,35-44 years old,Male, At home
2998,YZzA85,35-44 years old,Male, On the go
2999,YZzA85,35-44 years old,Male, At a cafe
3000,AlbgPB,25-34 years old,Male, At home
3001,GrBPEL,25-34 years old,Female, At home
3002,GrBPEL,25-34 years old,Female, At the office
3003,GrBPEL,25-34 years old,Female, At a cafe
3004,OABNO7,25-34 years old,Male, At home
3005,dY2M0N,35-44 years old,Male, At home
3006,dY2M0N,35-44 years old,Male, At the office
3007,oAVP25,25-34 years old,Male, At home
3008,jB9RlY,35-44 years old,Male, At home
3009,6dQBXB,35-44 years old,Male, At home
3010,6dQBXB,35-44 years old,Male, At a cafe
3011,J2kPqY,35-44 years old,Male, At home
3012,J2kPqY,35-44 years old,Male, At a cafe
3013,EPbOGB,25-34 years old,Male, At home
3014,ylqQJ6,55-64 years old,Male, At home
3015,ylqQJ6,55-64 years old,Male, On the go
3016,ylqQJ6,55-64 years old,Male, At a cafe
3017,QABZ2g,35-44 years old,Male, At home
3018,QABZ2g,35-44 years old,Male, At the office
3019,bl4JPg,35-44 years old,Female, At home
3020,bl4JPg,35-44 years old,Female, At the office
3021,vNxZGA,25-34 years old,Female, At home
3022,YZz6ZN,35-44 years old,Female, At home
3023,0Ej9d0,35-44 years old,Female, At home
3024,0Ej9d0,35-44 years old,Female, At the office
3025,0Ej9d0,35-44 years old,Female, On the go
3026,AlbgBo,35-44 years old,Female, At home
3027,0Ej9BQ,35-44 years old,Female, At home
3028,1r2eXO,25-34 years old,Male, At home
3029,1r2eXO,25-34 years old,Male, At the office
3030,VZ16WM,25-34 years old,Male, At home
3031,VZ16WM,25-34 years old,Male, At a cafe
3032,vNx9oQ,18-24 years old,Male, At home
3033,vNx9oQ,18-24 years old,Male, At a cafe
3034,GrBGvj,18-24 years old,Male, At home
3035,GrBGvj,18-24 years old,Male, At the office
3036,g5Nl9M,25-34 years old,Male, At home
3037,g5Nl9M,25-34 years old,Male, At the office
3038,g5Nl9M,25-34 years old,Male, At a cafe
3039,qbEl89,25-34 years old,Female, At home
3040,VZ162v,35-44 years old,Male, At home
3041,VZ162v,35-44 years old,Male, At a cafe
3042,bl4pVe,45-54 years old,Female, At home
3043,lNlG7v,25-34 years old,Male, At home
3044,lNlG7v,25-34 years old,Male, At the office
3045,aBrM8q,25-34 years old,Non-binary, At home
3046,RzBNoP,18-24 years old,Male, At home
3047,RzBNoP,18-24 years old,Male, At a cafe
3048,EPbRQ2,25-34 years old,Male, At home
3049,EPbRQ2,25-34 years old,Male, At a cafe
3050,ZdR7dV,35-44 years old,Male, At home
3051,xdNqrJ,35-44 years old,Male, At the office
3052,GrBGlQ,35-44 years old,Male, At home
3053,7d9AW2,25-34 years old,Male, At home
3054,7d9AW2,25-34 years old,Male, At a cafe
3055,PABqMQ,45-54 years old,Male, At home
3056,PABqMQ,45-54 years old,Male, At the office
3057,PABqMQ,45-54 years old,Male, On the go
3058,0Ej9V0,25-34 years old,Male, At home
3059,g5Nl5P,25-34 years old,Female, At home
3060,g5Nl5P,25-34 years old,Female, On the go
3061,g5Nl5P,25-34 years old,Female, At a cafe
3062,Albgdl,25-34 years old,Male, At home
3063,Albgdl,25-34 years old,Male, At the office
3064,zKQ9ME,55-64 years old,Female, At the office
3065,DVv85N,35-44 years old,Male, At home
3066,DVv85N,35-44 years old,Male, At the office
3067,VZ1e8M,55-64 years old,Male, At home
3068,VZ1e8M,55-64 years old,Male, At the office
3069,aBrLEb,35-44 years old,Non-binary, At home
3070,aBrLEb,35-44 years old,Non-binary, At a cafe
3071,24x6Wj,25-34 years old,Male, At home
3072,24x6Wj,25-34 years old,Male, At a cafe
3073,pLPEL1,>65 years old,Male, At home
3074,qbErYG,25-34 years old,Male, At home
3075,6dQlWP,35-44 years old,Male, At home
3076,OAB2Aa,25-34 years old,Female, At home
3077,OAB2Aa,25-34 years old,Female, At a cafe
3078,OAB2b7,25-34 years old,Male, At home
3079,OAB2b7,25-34 years old,Male, On the go
3080,OAB2b7,25-34 years old,Male, At a cafe
3081,vNxZMd,35-44 years old,Male, At home
3082,eBxXVe,45-54 years old,Male, At home
3083,DVvG6Z,35-44 years old,Female, At the office
3084,QABQqX,35-44 years old,Female, At home
3085,GrBGXp,45-54 years old,Male, At home
3086,rlr4PX,25-34 years old,Male, At home
3087,LdMr0l,35-44 years old,Female, At home
3088,LdMr0l,35-44 years old,Female, At the office
3089,LdMr0l,35-44 years old,Female, On the go
3090,LdMr0l,35-44 years old,Female, At a cafe
3091,eBxJ00,25-34 years old,Female, At the office
3092,zKQ90R,25-34 years old,Female, At home
3093,zKQ90R,25-34 years old,Female, At the office
3094,J2kPVo,35-44 years old,Male, At home
3095,42N6jr,55-64 years old,Male, At home
3096,42N6jr,55-64 years old,Male, At the office
3097,42N6jr,55-64 years old,Male, On the go
3098,qbErd5,35-44 years old,Female, At home
3099,8dpBAO,25-34 years old,Male, At home
3100,8dpBAO,25-34 years old,Male, At the office
3101,DVv81l,18-24 years old,Male, At home
3102,PABxBV,25-34 years old,Male, At home
3103,5dq7jb,35-44 years old,Male, At home
3104,1r2ePM,35-44 years old,Male, At home
3105,1r2e7b,35-44 years old,Female, At home
3106,1r2e7b,35-44 years old,Female, At a cafe
3107,ZdR71z,25-34 years old,Male, At home
3108,ZdR71z,25-34 years old,Male, At the office
3109,ZdR71z,25-34 years old,Male, At a cafe
3110,LdMrWJ,35-44 years old,Male, At home
3111,LdMrWJ,35-44 years old,Male, At the office
3112,LdMrWJ,35-44 years old,Male, On the go
3113,LdMrWJ,35-44 years old,Male, At a cafe
3114,6dQlOJ,25-34 years old,Female, At the office
3115,KMBEyk,25-34 years old,Female, At home
3116,KMBEyk,25-34 years old,Female, At the office
3117,KMBEyk,25-34 years old,Female, On the go
3118,KMBEyk,25-34 years old,Female, At a cafe
3119,bl4pNL,18-24 years old,Male, At home
3120,bl4pNL,18-24 years old,Male, At the office
3121,VZ162J,45-54 years old,Female, At home
3122,VZ162J,45-54 years old,Female, On the go
3123,rlr4p5,35-44 years old,Male, At home
3124,6dQl1k,25-34 years old,Male, At home
3125,6dQl1k,25-34 years old,Male, At a cafe
3126,jB9R0a,35-44 years old,Male, At home
3127,5dq786,25-34 years old,Male, At home
3128,5dq786,25-34 years old,Male, At the office
3129,42N6zO,45-54 years old,Male, At home
3130,1r2erg,18-24 years old,Male, At home
3131,LdMrq2,35-44 years old,Male, At home
3132,MAd4VX,25-34 years old,Male, At home
3133,MAd4VX,25-34 years old,Male, At a cafe
3134,42N69k,25-34 years old,Male, At home
3135,42N69k,25-34 years old,Male, At the office
3136,PABxYe,25-34 years old,Male, At home
3137,GrBGy2,25-34 years old,Female, At home
3138,GrBGy2,25-34 years old,Female, At the office
3139,GrBGy2,25-34 years old,Female, On the go
3140,EPbRb4,35-44 years old,Male, At home
3141,EPbRb4,35-44 years old,Male, At the office
3142,ZdR7ya,25-34 years old,Male, At home
3143,ZdR7ya,25-34 years old,Male, At the office
3144,bl4Jbo,25-34 years old,Female, At home
3145,bl4Jbo,25-34 years old,Female, At a cafe
3146,lNlG96,18-24 years old,Male, At home
3147,lNlG96,18-24 years old,Male, At a cafe
3148,ZdR7ga,35-44 years old,Female, At home
3149,xdNWOy,35-44 years old,Female, At home
3150,42N6Ro,25-34 years old,Male, At home
3151,zKQ9BZ,35-44 years old,Male, At home
3152,5dq7GE,25-34 years old,Male, At home
3153,5dq7GE,25-34 years old,Male, At the office
3154,5dq7GE,25-34 years old,Male, On the go
3155,g5NlDN,55-64 years old,Female, At home
3156,g5NlDN,55-64 years old,Female, At the office
3157,42N6Do,25-34 years old,Male, At home
3158,WApWXL,55-64 years old,Male, At home
3159,AlbgaB,25-34 years old,Male, At home
3160,AlbgaB,25-34 years old,Male, At the office
3161,AlbgaB,25-34 years old,Male, On the go
3162,xdNqlo,35-44 years old,Male, At home
3163,xdNqlo,35-44 years old,Male, At the office
3164,KMBE2z,18-24 years old,Male, At home
3165,KMBE2z,18-24 years old,Male, At the office
3166,KMBE2z,18-24 years old,Male, At a cafe
3167,5dq7xv,25-34 years old,Male, At home
3168,QABZZY,35-44 years old,Male, At home
3169,MAdx0p,25-34 years old,Male, At home
3170,WApWgP,25-34 years old,Male, At home
3171,WApWgP,25-34 years old,Male, At the office
3172,eBxJ8J,25-34 years old,Male, At home
3173,42N6Ob,35-44 years old,Male, At home
3174,WApWkQ,55-64 years old,Female, At home
3175,KMBEEg,18-24 years old,Male, At home
3176,6dQldA,18-24 years old,Non-binary, At a cafe
3177,rlr40N,25-34 years old,Male, At home
3178,WApW6L,35-44 years old,Female, At home
3179,WApW6L,35-44 years old,Female, On the go
3180,g5NlBD,35-44 years old,Male, At home
3181,QABZOp,35-44 years old,Female, At home
3182,QABZOp,35-44 years old,Female, At the office
3183,KMBEgk,25-34 years old,Male, At home
3184,VZ1eAl,45-54 years old,Male, At home
3185,YZz62W,35-44 years old,Female, At home
3186,YZz62W,35-44 years old,Female, On the go
3187,OAB2Yg,55-64 years old,Female, At home
3188,8dpBBl,35-44 years old,Male, At home
3189,8dpBBl,35-44 years old,Male, At the office
3190,8dpBBl,35-44 years old,Male, At a cafe
3191,VZ1e6j,25-34 years old,Non-binary, At home
3192,WApWWe,35-44 years old,Male, On the go
3193,rlr4e2,35-44 years old,Male, At home
3194,6dQlqY,25-34 years old,Female, At home
3195,8dpB2A,25-34 years old,Female, At home
3196,8dpB2A,25-34 years old,Female, At the office
3197,NABj2p,25-34 years old,Male, At home
3198,oAVPaM,25-34 years old,Male, At home
3199,DVv89p,35-44 years old,Male, At home
3200,DVv89p,35-44 years old,Male, At the office
3201,jB9RLJ,25-34 years old,Male, At home
3202,XeBbpg,25-34 years old,Male, At home
3203,XeBbpg,25-34 years old,Male, At a cafe
3204,ZdR7e0,25-34 years old,Male, At home
3205,ZdR7e0,25-34 years old,Male, At the office
3206,WApWQJ,18-24 years old,Male, At home
3207,XeBaWz,25-34 years old,Male, At home
3208,XeBaWz,25-34 years old,Male, At the office
3209,WApWxv,35-44 years old,Female, At home
3210,WApWxv,35-44 years old,Female, At a cafe
3211,AlbgoD,18-24 years old,Male, At home
3212,dY2MBK,18-24 years old,Male, At home
3213,jB9jDa,25-34 years old,Male, At home
3214,jB9jDa,25-34 years old,Male, At a cafe
3215,jB9RO4,25-34 years old,Male, At home
3216,jB9RO4,25-34 years old,Male, At the office
3217,jB9RO4,25-34 years old,Male, On the go
3218,jB9RO4,25-34 years old,Male, At a cafe
3219,EPbRj4,25-34 years old,Female, On the go
3220,8dpX1O,25-34 years old,Male, At home
3221,OAB6l8,25-34 years old,Female, At home
3222,J2kPNR,25-34 years old,Male, At home
3223,J2kPNR,25-34 years old,Male, At a cafe
3224,ylqBN4,25-34 years old,Male, At home
3225,ylqBN4,25-34 years old,Male, At the office
3226,ylqBN4,25-34 years old,Male, At a cafe
3227,LdMrQp,35-44 years old,Female, At home
3228,42N6WX,35-44 years old,Male, At home
3229,RzBAWd,45-54 years old,Male, At home
3230,RzBAWd,45-54 years old,Male, At a cafe
3231,oAVq21,25-34 years old,Female, At home
3232,oAVq21,25-34 years old,Female, At the office
3233,BGbyPK,55-64 years old,Male, At home
3234,BGbyPK,55-64 years old,Male, At the office
3235,BGbyPK,55-64 years old,Male, On the go
3236,OAB648,25-34 years old,Male, At home
3237,OAB648,25-34 years old,Male, At the office
3238,OAB648,25-34 years old,Male, At a cafe
3239,KMB9Q8,45-54 years old,Male, At home
3240,rlr4zR,25-34 years old,Female, At home
3241,5dq7WE,55-64 years old,Male, At home
3242,eBxV50,35-44 years old,Female, At home
3243,eBxV50,35-44 years old,Female, At the office
3244,vNxlyd,25-34 years old,Male, At home
3245,vNxlyd,25-34 years old,Male, At a cafe
3246,LdMePG,25-34 years old,Male, At home
3247,LdMePG,25-34 years old,Male, At the office
3248,LdMePG,25-34 years old,Male, At a cafe
3249,EPbRyr,35-44 years old,Male, At the office
3250,vNxZ70,25-34 years old,Male, At home
3251,9dJ8D1,25-34 years old,Male, At home
3252,WApLzP,25-34 years old,Male, At home
3253,9dJ8Np,35-44 years old,Female, At home
3254,AlbEzk,18-24 years old,Male, At home
3255,AlbEzk,18-24 years old,Male, On the go
3256,AlbEzk,18-24 years old,Male, At a cafe
3257,MAdWKM,25-34 years old,Non-binary, At home
3258,MAdWKM,25-34 years old,Non-binary, At a cafe
3259,EPb2PL,25-34 years old,Male, At home
3260,xdNAp9,35-44 years old,Male, At home
3261,xdNAp9,35-44 years old,Male, At the office
3262,5dqJKo,25-34 years old,Male, At home
3263,5dqJKo,25-34 years old,Male, At the office
3264,rlrejl,35-44 years old,Male, At home
3265,rlrejl,35-44 years old,Male, At the office
3266,rlrejl,35-44 years old,Male, On the go
3267,rlrejl,35-44 years old,Male, At a cafe
3268,7d9yRP,25-34 years old,Male, At home
3269,rlre6L,45-54 years old,Male, At home
3270,DVvjzj,18-24 years old,Female, At home
3271,dY2Oqo,25-34 years old,Male, At home
3272,dY2Oqo,25-34 years old,Male, At the office
3273,dY2Oqo,25-34 years old,Male, At a cafe
3274,AlbE6y,25-34 years old,Male, At home
3275,J2kQlJ,18-24 years old,Male, At home
3276,EPb20A,25-34 years old,Male, At home
3277,BGbrD1,25-34 years old,Female, At home
3278,BGbrD1,25-34 years old,Female, At the office
3279,BGbrD1,25-34 years old,Female, On the go
3280,RzBABK,45-54 years old,Male, At home
3281,oAVqB5,25-34 years old,Male, At home
3282,oAVqB5,25-34 years old,Male, At the office
3283,oAVqB5,25-34 years old,Male, On the go
3284,ylqB9p,45-54 years old,Female, At home
3285,ylqB9p,45-54 years old,Female, On the go
3286,xdNAQE,45-54 years old,Male, At the office
3287,1r2LM4,25-34 years old,Male, At home
3288,rlredX,25-34 years old,Female, At home
3289,rlredX,25-34 years old,Female, At the office
3290,rlredX,25-34 years old,Female, On the go
3291,rlredX,25-34 years old,Female, At a cafe
3292,vNxlql,25-34 years old,Male, At home
3293,vNxlql,25-34 years old,Male, At the office
3294,vNxlql,25-34 years old,Male, At a cafe
3295,XeBplg,25-34 years old,Female, At home
3296,EPb2do,25-34 years old,Male, At home
3297,EPb2do,25-34 years old,Male, At the office
3298,EPb2do,25-34 years old,Male, On the go
3299,24xW0D,45-54 years old,Male, At home
3300,24xW0D,45-54 years old,Male, On the go
3301,J2kQMR,45-54 years old,Female, At home
3302,lNlxDk,25-34 years old,Male, At home
3303,lNlxDk,25-34 years old,Male, At the office
3304,lNlxDk,25-34 years old,Male, At a cafe
3305,ylqBx6,45-54 years old,Female, At home
3306,GrBZqL,25-34 years old,Male, At home
3307,lNlxzk,>65 years old,Male, At home
3308,ZdRMve,25-34 years old,Male, At home
3309,ZdRMve,25-34 years old,Male, At a cafe
3310,jB9jga,25-34 years old,Male, At home
3311,jB9jga,25-34 years old,Male, At a cafe
3312,aBrRzB,18-24 years old,Male, At home
3313,oAVq0b,25-34 years old,Female, At home
3314,oAVq0b,25-34 years old,Female, At the office
3315,oAVq0b,25-34 years old,Female, At a cafe
3316,XeBpQg,25-34 years old,Male, At home
3317,pLPQ48,25-34 years old,Prefer not to say, At home
3318,pLPQ48,25-34 years old,Prefer not to say, At the office
3319,pLPQ48,25-34 years old,Prefer not to say, On the go
3320,6dQgAY,25-34 years old,Male, At home
3321,6dQgAY,25-34 years old,Male, On the go
3322,xdNAoy,25-34 years old,Female, At home
3323,xdNAoy,25-34 years old,Female, At a cafe
3324,ylqBoX,35-44 years old,Female, At a cafe
3325,eBxV8q,25-34 years old,Non-binary, At home
3326,oAVqa1,18-24 years old,Female, At home
3327,0EjKGN,25-34 years old,Male, At home
3328,0EjKGN,25-34 years old,Male, At the office
3329,0EjKGN,25-34 years old,Male, On the go
3330,0EjKGN,25-34 years old,Male, At a cafe
3331,1r2LyW,>65 years old,Male, At home
3332,NABavG,25-34 years old,Male, At home
3333,NABavG,25-34 years old,Male, At a cafe
3334,oAVq6P,45-54 years old,Non-binary, At home
3335,YZz1bq,25-34 years old,Prefer not to say, At home
3336,EPb2gX,45-54 years old,Female, At home
3337,PAB78B,>65 years old,Female, At home
3338,PAB78B,>65 years old,Female, At a cafe
3339,8dpX8r,35-44 years old,Male, At home
3340,WApLda,35-44 years old,Female, At home
3341,WApLda,35-44 years old,Female, At a cafe
3342,0EjKy6,35-44 years old,Male, At home
3343,0EjKy6,35-44 years old,Male, At the office
3344,YZz1A0,45-54 years old,Male, At the office
3345,xdNA59,25-34 years old,Male, At home
3346,xdNA59,25-34 years old,Male, At the office
3347,xdNA59,25-34 years old,Male, At a cafe
3348,dY2Ooz,35-44 years old,Male, At home
3349,dY2Ooz,35-44 years old,Male, At the office
3350,NABaRj,25-34 years old,Male, At home
3351,NABaRj,25-34 years old,Male, At the office
3352,NABaRj,25-34 years old,Male, At a cafe
3353,QABbZl,>65 years old,Female, At home
3354,5dqJoM,25-34 years old,Female, At home
3355,5dqJoM,25-34 years old,Female, On the go
3356,rlreXp,45-54 years old,Male, At home
3357,8dpXYA,35-44 years old,Male, At home
3358,KMB9AM,25-34 years old,Male, At home
3359,KMB9AM,25-34 years old,Male, At the office
3360,KMB9AM,25-34 years old,Male, At a cafe
3361,WApLLL,25-34 years old,Male, At home
3362,WApLLL,25-34 years old,Male, At the office
3363,AlbEVy,35-44 years old,Female, At home
3364,AlbEVy,35-44 years old,Female, At the office
3365,vNxl7g,25-34 years old,Male, At home
3366,GrBZNe,25-34 years old,Male, At home
3367,GrBZNe,25-34 years old,Male, At the office
3368,YZz18v,45-54 years old,Male, At home
3369,YZz18v,45-54 years old,Male, At the office
3370,7d9yy6,45-54 years old,Female, At home
3371,7d9yy6,45-54 years old,Female, At the office
3372,7d9yy6,45-54 years old,Female, On the go
3373,ylqB1g,35-44 years old,Male, At home
3374,ylqB1g,35-44 years old,Male, On the go
3375,ylqB1g,35-44 years old,Male, At a cafe
3376,PAB7M1,>65 years old,Female, At home
3377,zKQVxM,35-44 years old,Male, At home
3378,lNlx8p,35-44 years old,Male, At home
3379,lNlx8p,35-44 years old,Male, At a cafe
3380,5dqNjo,25-34 years old,Male, At home
3381,5dqNjo,25-34 years old,Male, At the office
3382,5dqNjo,25-34 years old,Male, At a cafe
3383,jB9j11,25-34 years old,Male, At home
3384,jB9j11,25-34 years old,Male, At the office
3385,jB9j11,25-34 years old,Male, At a cafe
3386,5dqJYM,35-44 years old,Male, At home
3387,5dqJYM,35-44 years old,Male, On the go
3388,5dqJYM,35-44 years old,Male, At a cafe
3389,kYR2Dr,25-34 years old,Male, At a cafe
3390,zKQV7a,35-44 years old,Female, At home
3391,8dp9Nz,25-34 years old,Female, At a cafe
3392,vNxlRX,18-24 years old,Male, At home
3393,9dJe7p,25-34 years old,Male, At home
3394,VZ1Kkj,35-44 years old,Male, At home
3395,VZ1Kkj,35-44 years old,Male, At a cafe
3396,WAp48j,35-44 years old,Male, At home
3397,WAp48j,35-44 years old,Male, At the office
3398,MAdWMA,25-34 years old,Male, At home
3399,MAdWMA,25-34 years old,Male, On the go
3400,MAdWMA,25-34 years old,Male, At a cafe
3401,PABo6b,35-44 years old,Male, At home
3402,PABo6b,35-44 years old,Male, At the office
3403,PABo6b,35-44 years old,Male, At a cafe
3404,OAB6OM,25-34 years old,Prefer not to say, At home
3405,OAB6OM,25-34 years old,Prefer not to say, On the go
3406,OAB6OM,25-34 years old,Prefer not to say, At a cafe
3407,kYR2Ld,25-34 years old,Female, At home
3408,kYR2Ld,25-34 years old,Female, At the office
3409,0Ej4MZ,25-34 years old,Male, At home
3410,BGbvpQ,35-44 years old,Male, At home
3411,BGbvpQ,35-44 years old,Male, At the office
3412,BGbvpQ,35-44 years old,Male, On the go
3413,BGbvpQ,35-44 years old,Male, At a cafe
3414,8dp9L5,25-34 years old,Male, At home
3415,EPbpKr,25-34 years old,Male, At the office
3416,MAd0AX,35-44 years old,Male, At home
3417,MAd0AX,35-44 years old,Male, At a cafe
3418,DVvLzq,25-34 years old,Male, At home
3419,DVvLzq,25-34 years old,Male, At the office
3420,DVvLzq,25-34 years old,Male, On the go
3421,XeBjEd,35-44 years old,Male, At home
3422,qbEyL9,25-34 years old,Female, At a cafe
3423,AlbkDW,25-34 years old,Male, At home
3424,AlbkDW,25-34 years old,Male, At a cafe
3425,bl4axo,25-34 years old,Male, At home
3426,bl4axo,25-34 years old,Male, At the office
3427,bl4axo,25-34 years old,Male, At a cafe
3428,DVvLV5,25-34 years old,Male, At home
3429,DVvLV5,25-34 years old,Male, At the office
3430,DVvLV5,25-34 years old,Male, At a cafe
