,medalist_name,medal,country_medal,date_of_birth,place_of_birth,lat,lon,sex_or_gender,event_name,event_part_of_sport
1018,Artem Dolgopyat,silver,Israel,1997-06-16,Dnipro,48.4675,35.04,male,gymnastics men's floor,artistic gymnastics
1019,Jake Jarman,bronze,United Kingdom,2001-12-03,Peterborough,52.5725,-0.243055556,male,gymnastics men's floor,artistic gymnastics
1020,Rhys McClenaghan,gold,Republic of Ireland,1999-07-21,Newtownards,54.591,-5.68,male,gymnastics men's pommel horse,artistic gymnastics
1021,Nariman Kurbanov,silver,Kazakhstan,1997-12-06,Unknown,,,male,gymnastics men's pommel horse,artistic gymnastics
1022,Stephen Nedoroscik,bronze,United States of America,1998-10-28,Worcester,42.27138889,-71.79888889,male,gymnastics men's pommel horse,artistic gymnastics
1023,Liu Yang,gold,People's Republic of China,1994-08-11,Anshan,41.10662,122.98945,male,gymnastics men's rings,artistic gymnastics
1024,Zou Jingyuan,silver,People's Republic of China,1998-01-03,Yibin,28.75961,104.63997,male,gymnastics men's rings,artistic gymnastics
1025,Eleftherios Petrounias,bronze,Greece,1990-11-30,Athens,37.98416667,23.72805556,male,gymnastics men's rings,artistic gymnastics
1026,Carlos Yulo,gold,Philippines,2000-02-16,Manila,14.59583333,120.9772222,male,gymnastics men's vault,artistic gymnastics
1027,Artur Davtyan,silver,Armenia,1992-08-08,Yerevan,40.18138889,44.51444444,male,gymnastics men's vault,artistic gymnastics
1028,Harry Hepworth,bronze,United Kingdom,2003-12-07,Harrogate,53.99194444,-1.537777778,male,gymnastics men's vault,artistic gymnastics
1029,Zou Jingyuan,gold,People's Republic of China,1998-01-03,Yibin,28.75961,104.63997,male,gymnastics men's parallel bars,artistic gymnastics
1030,Illia Kovtun,silver,Ukraine,2003-08-10,Cherkasy,49.44444444,32.05972222,male,gymnastics men's parallel bars,artistic gymnastics
1031,Shinnosuke Oka,bronze,Japan,2003-10-31,Okayama,34.65511111,133.9195833,male,gymnastics men's parallel bars,artistic gymnastics
1032,Shinnosuke Oka,gold,Japan,2003-10-31,Okayama,34.65511111,133.9195833,male,gymnastics men's horizontal bar,artistic gymnastics
1033,Ángel Barajas,silver,Colombia,2006-08-12,Cúcuta,7.9075,-72.50472222,male,gymnastics men's horizontal bar,artistic gymnastics
1034,Zhang Boheng,bronze,People's Republic of China,2000-03-04,Hunan,27.4,111.8,male,gymnastics men's horizontal bar,artistic gymnastics
1035,Tang Chia-hung,bronze,Chinese Taipei,1996-09-23,Taipei,25.0375,121.5625,male,gymnastics men's horizontal bar,artistic gymnastics
1036,Simone Biles,gold,United States of America,1997-03-14,Columbus,39.96222222,-83.00055556,female,gymnastics women's artistic team all-around,artistic gymnastics
1037,Jade Carey,gold,United States of America,2000-05-27,Phoenix,33.44833333,-112.0738889,female,gymnastics women's artistic team all-around,artistic gymnastics
1038,Jordan Chiles,gold,United States of America,2001-04-15,Tualatin,45.374808,-122.770067,female,gymnastics women's artistic team all-around,artistic gymnastics
1039,Sunisa Lee,gold,United States of America,2003-03-09,Saint Paul,44.94416667,-93.09361111,female,gymnastics women's artistic team all-around,artistic gymnastics
1040,Hezly Rivera,gold,United States of America,2008-06-04,Hackensack,40.88777778,-74.04805556,female,gymnastics women's artistic team all-around,artistic gymnastics
1041,Angela Andreoli,silver,Italy,2006-06-06,Brescia,45.53888889,10.22028056,female,gymnastics women's artistic team all-around,artistic gymnastics
1042,Alice D'Amato,silver,Italy,2003-02-07,Genoa,44.40718611,8.933983333,female,gymnastics women's artistic team all-around,artistic gymnastics
1043,Manila Esposito,silver,Italy,2006-11-02,Boscotrecase,40.78333333,14.46666667,female,gymnastics women's artistic team all-around,artistic gymnastics
1044,Elisa Iorio,silver,Italy,2003-03-21,Modena,44.64582,10.92572,female,gymnastics women's artistic team all-around,artistic gymnastics
1045,Giorgia Villa,silver,Italy,2003-02-23,Ponte San Pietro,45.69777778,9.588055556,female,gymnastics women's artistic team all-around,artistic gymnastics
1046,Rebeca Andrade,bronze,Brazil,1999-05-08,Guarulhos,-23.46666667,-46.53333333,female,gymnastics women's artistic team all-around,artistic gymnastics
1047,Jade Barbosa,bronze,Brazil,1991-07-01,Rio de Janeiro,-22.91111111,-43.20555556,female,gymnastics women's artistic team all-around,artistic gymnastics
1048,Lorrane Oliveira,bronze,Brazil,1998-04-13,Rio de Janeiro,-22.91111111,-43.20555556,female,gymnastics women's artistic team all-around,artistic gymnastics
1049,Flávia Saraiva,bronze,Brazil,1999-09-30,Rio de Janeiro,-22.91111111,-43.20555556,female,gymnastics women's artistic team all-around,artistic gymnastics
1050,Julia Soares,bronze,Brazil,2005-08-23,Curitiba,-25.42972222,-49.27194444,female,gymnastics women's artistic team all-around,artistic gymnastics
1051,Simone Biles,gold,United States of America,1997-03-14,Columbus,39.96222222,-83.00055556,female,gymnastics women's artistic individual all-around,artistic gymnastics
1052,Rebeca Andrade,silver,Brazil,1999-05-08,Guarulhos,-23.46666667,-46.53333333,female,gymnastics women's artistic individual all-around,artistic gymnastics
1053,Sunisa Lee,bronze,United States of America,2003-03-09,Saint Paul,44.94416667,-93.09361111,female,gymnastics women's artistic individual all-around,artistic gymnastics
1054,Simone Biles,gold,United States of America,1997-03-14,Columbus,39.96222222,-83.00055556,female,gymnastics women's vault,artistic gymnastics
1055,Rebeca Andrade,silver,Brazil,1999-05-08,Guarulhos,-23.46666667,-46.53333333,female,gymnastics women's vault,artistic gymnastics
1056,Jade Carey,bronze,United States of America,2000-05-27,Phoenix,33.44833333,-112.0738889,female,gymnastics women's vault,artistic gymnastics
1057,Kaylia Nemour,gold,Algeria,2006-12-30,Saint-Benoît-la-Forêt,47.22055556,0.3225,female,gymnastics women's uneven bars,artistic gymnastics
1058,Qiu Qiyuan,silver,People's Republic of China,2007-01-01,Fujian,25.9,118.3,female,gymnastics women's uneven bars,artistic gymnastics
1059,Sunisa Lee,bronze,United States of America,2003-03-09,Saint Paul,44.94416667,-93.09361111,female,gymnastics women's uneven bars,artistic gymnastics
1060,Alice D'Amato,gold,Italy,2003-02-07,Genoa,44.40718611,8.933983333,female,gymnastics women's balance beam,artistic gymnastics
1061,Zhou Yaqin,silver,People's Republic of China,2005-11-12,Hunan,27.4,111.8,female,gymnastics women's balance beam,artistic gymnastics
1062,Manila Esposito,bronze,Italy,2006-11-02,Boscotrecase,40.78333333,14.46666667,female,gymnastics women's balance beam,artistic gymnastics
1063,Rebeca Andrade,gold,Brazil,1999-05-08,Guarulhos,-23.46666667,-46.53333333,female,gymnastics women's floor,artistic gymnastics
1064,Simone Biles,silver,United States of America,1997-03-14,Columbus,39.96222222,-83.00055556,female,gymnastics women's floor,artistic gymnastics
1065,Ana Bărbosu,bronze,Romania,2006-07-26,Focșani,45.69972222,27.17972222,female,gymnastics women's floor,artistic gymnastics
1066,Guo Qiqi,gold,People's Republic of China,1998-08-07,Chongqing,29.55,106.5069444,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1067,Hao Ting,gold,People's Republic of China,2001-03-23,Yancheng,33.35,120.1569444,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1068,Huang Zhangjiayang,gold,People's Republic of China,2000-02-15,Sichuan,30.0,103.0,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1069,Wang Lanjing,gold,People's Republic of China,2005-03-10,Hangzhou,30.25,120.1675,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1070,Ding Xinyi,gold,People's Republic of China,2004-08-27,Chongqing,29.55,106.5069444,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1071,Ofir Shaham,silver,Israel,2004-11-23,Zikhron Ya'akov,32.57083333,34.95166667,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1072,Diana Svertsov,silver,Israel,2004-11-15,Unknown,,,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1073,Adar Friedmann,silver,Israel,2006-07-18,Unknown,,,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1074,Romi Paritzki,silver,Israel,2004-06-17,Israel,31.0,35.0,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1075,Shani Bakanov,silver,Israel,2006-02-27,Haifa,32.81916667,34.99916667,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1076,Alessia Maurelli,bronze,Italy,1996-08-22,Rivoli,45.069715,7.517676,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1077,Martina Centofanti,bronze,Italy,1998-05-19,Rome,41.89305556,12.48277778,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1078,Agnese Duranti,bronze,Italy,2000-12-18,Spoleto,42.73333333,12.73333333,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1079,Daniela Mogurean,bronze,Italy,2001-07-16,Chișinău,47.02277778,28.83527778,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1080,Laura Paris,bronze,Italy,2002-01-01,Rho,45.53333333,9.033333333,female,gymnastics women's rhythmic group all-around,rhythmic gymnastics
1081,Darja Varfolomeev,gold,Germany,2006-11-04,Barnaul,53.35666667,83.78722222,female,gymnastics women's rhythmic individual all-around,rhythmic gymnastics
1082,Boryana Kaleyn,silver,Bulgaria,2000-08-23,Sofia,42.697886,23.321726,female,gymnastics women's rhythmic individual all-around,rhythmic gymnastics
1083,Sofia Raffaeli,bronze,Italy,2004-01-19,Chiaravalle,43.59966944,13.32568056,female,gymnastics women's rhythmic individual all-around,rhythmic gymnastics
1084,Ivan Litvinovich,gold,Unknown,2001-06-26,Vileyka,54.48333333,26.91666667,male,gymnastics men's trampoline,trampoline gymnastics
1085,Wang Zisai,silver,People's Republic of China,2006-01-01,Unknown,,,male,gymnastics men's trampoline,trampoline gymnastics
1086,Yan Langyu,bronze,People's Republic of China,1999-01-01,Unknown,,,male,gymnastics men's trampoline,trampoline gymnastics
1087,Bryony Page,gold,United Kingdom,1990-12-10,Crewe,53.099,-2.44,female,Gymnastics Women's trampoline,trampoline gymnastics
1088,Viyaleta Bardzilouskaya,silver,Unknown,2005-01-01,Mogilev,53.90894,30.34296,female,Gymnastics Women's trampoline,trampoline gymnastics
1089,Sophiane Méthot,bronze,Canada,1998-08-03,Longueuil,45.51408333,-73.43802778,female,Gymnastics Women's trampoline,trampoline gymnastics
1090,Niklas Landin Jacobsen,gold,Denmark,1988-12-19,Søborg,55.7375,12.50861111,male,handball men's tournament,handball
1091,Niclas Kirkeløkke,gold,Denmark,1994-03-26,Ringe,55.23694444,10.47944444,male,handball men's tournament,handball
1092,Magnus Landin Jacobsen,gold,Denmark,1995-08-20,Søborg,55.7375,12.50861111,male,handball men's tournament,handball
1093,Emil Jakobsen,gold,Denmark,1998-01-24,Kerteminde,55.449,10.659,male,handball men's tournament,handball
1094,Rasmus Lauge Schmidt,gold,Denmark,1991-06-20,Randers,56.45694444,10.03916667,male,handball men's tournament,handball
1095,Emil Nielsen,gold,Denmark,1997-03-10,Aarhus,56.15638889,10.20972222,male,handball men's tournament,handball
1096,Magnus Saugstrup,gold,Denmark,1996-07-12,Aalborg,57.05,9.916666667,male,handball men's tournament,handball
1097,Hans Lindberg,gold,Denmark,1981-08-01,Høje-Taastrup Municipality,55.6477,12.27,male,handball men's tournament,handball
1098,Mathias Gidsel,gold,Denmark,1999-02-08,Skjern,55.9436,8.4978,male,handball men's tournament,handball
1099,Henrik Møllgaard,gold,Denmark,1985-01-02,Bramming,55.465,8.70444,male,handball men's tournament,handball
1100,Mikkel Hansen,gold,Denmark,1987-10-22,Helsingør,56.036,12.6106,male,handball men's tournament,handball
1101,Lukas Jørgensen,gold,Denmark,1999-03-31,Lejre,55.60444444,11.975,male,handball men's tournament,handball
1102,Lasse Andersson,gold,Denmark,1994-03-11,Valby,55.6614,12.5167,male,handball men's tournament,handball
1103,Simon Hald,gold,Denmark,1994-09-28,Aalborg,57.05,9.916666667,male,handball men's tournament,handball
1104,Thomas Sommer Arnoldsen,gold,Denmark,2002-01-11,Unknown,,,male,handball men's tournament,handball
1105,Simon Pytlick,gold,Denmark,2000-12-11,Thurø,55.0456,10.6672,male,handball men's tournament,handball
1106,David Späth,silver,Germany,2002-04-29,Kaiserslautern,49.44472222,7.768888889,male,handball men's tournament,handball
1107,Johannes Golla,silver,Germany,1997-11-05,Wiesbaden,50.0825,8.24,male,handball men's tournament,handball
1108,Luca Witzke,silver,Germany,1999-04-03,Germany,51.0,10.0,male,handball men's tournament,handball
1109,Sebastian Heymann,silver,Germany,1998-03-01,Heilbronn,49.140428,9.217953,male,handball men's tournament,handball
1110,Justus Fischer,silver,Germany,2003-02-06,Hanover,52.37444444,9.738611111,male,handball men's tournament,handball
1111,Juri Knorr,silver,Germany,2000-05-09,Flensburg,54.78194444,9.436666667,male,handball men's tournament,handball
1112,Julian Köster,silver,Germany,2000-03-16,Bielefeld,52.01666667,8.533333333,male,handball men's tournament,handball
1113,Renars Uščins,silver,Germany,2002-04-29,Latvia,57.0,25.0,male,handball men's tournament,handball
1114,Kai Häfner,silver,Germany,1989-07-10,Schwäbisch Gmünd,48.8,9.8,male,handball men's tournament,handball
1115,Tim Hornke,silver,Germany,1990-08-04,Hanover,52.37444444,9.738611111,male,handball men's tournament,handball
1116,Andreas Wolff,silver,Germany,1991-03-03,Euskirchen,50.66127778,6.787255556,male,handball men's tournament,handball
1117,Rune Dahmke,silver,Germany,1993-04-10,Kiel,54.32333333,10.13944444,male,handball men's tournament,handball
1118,Lukas Mertens,silver,Germany,1996-03-22,Wilhelmshaven,53.52861111,8.105555556,male,handball men's tournament,handball
1119,Christoph Steinert,silver,Germany,1990-01-18,Berlin,52.51666667,13.38333333,male,handball men's tournament,handball
1120,Marko Grgić,silver,Germany,2003-09-11,Eisenach,50.97472222,10.32444444,male,handball men's tournament,handball
1121,Jannik Kohlbacher,silver,Germany,1995-07-19,Bensheim,49.68111111,8.622777778,male,handball men's tournament,handball
1122,Gonzalo Pérez de Vargas,bronze,Spain,1991-01-10,Toledo,39.86666667,-4.033333333,male,handball men's tournament,handball
1123,Jorge Maqueda,bronze,Spain,1988-02-06,Toledo,39.86666667,-4.033333333,male,handball men's tournament,handball
1124,Alex Dujshebaev,bronze,Spain,1992-12-17,Santander,43.46666667,-3.8,male,handball men's tournament,handball
1125,Rodrigo Corrales,bronze,Spain,1991-01-24,Cangas,42.27790245,-8.789840959,male,handball men's tournament,handball
1126,Adrià Figueras,bronze,Spain,1988-08-31,Barcelona,41.3825,2.176944444,male,handball men's tournament,handball
1127,Imanol Garciandia,bronze,Spain,1995-04-30,Zumarraga,43.08305556,-2.316666667,male,handball men's tournament,handball
1128,Abel Serdio,bronze,Spain,1994-01-01,Avilés,43.55611111,-5.922222222,male,handball men's tournament,handball
1129,Augustín Casado,bronze,Spain,1996-05-21,Carboneras,37.0004633,-1.8918946,male,handball men's tournament,handball
1130,Aleix Gómez,bronze,Spain,1997-05-07,Sabadell,41.54833333,2.1075,male,handball men's tournament,handball
1131,Ian Tarrafeta,bronze,Spain,1999-01-04,Sabadell,41.54833333,2.1075,male,handball men's tournament,handball
1132,Miguel Sánchez Migallón,bronze,Spain,1995-02-08,Ciudad Real,38.98333333,-3.916666667,male,handball men's tournament,handball
1133,Daniel Dujshebaev,bronze,Spain,1997-07-04,Santander,43.46666667,-3.8,male,handball men's tournament,handball
1134,Kauldi Odriozola,bronze,Spain,1997-01-07,Zumaia,43.283333,-2.25,male,handball men's tournament,handball
1135,Daniel Fernández Jiménez,bronze,Spain,2001-03-28,Sabadell,41.54833333,2.1075,male,handball men's tournament,handball
1136,Javier Rodríguez Moreno,bronze,Spain,2002-07-22,Madrid,40.41694444,-3.703333333,male,handball men's tournament,handball
1137,Veronica Kristiansen,gold,Norway,1990-07-10,Egersund,58.45,6.006666667,female,handball women's tournament,handball
1138,Maren Aardahl,gold,Norway,1994-03-02,Trondheim,63.44,10.4,female,handball women's tournament,handball
1139,Stine Skogrand,gold,Norway,1993-03-03,Bergen,60.3925,5.323333333,female,handball women's tournament,handball
1140,Nora Mørk,gold,Norway,1991-04-05,Oslo,59.91333333,10.73888889,female,handball women's tournament,handball
1141,Stine Bredal Oftedal,gold,Norway,1991-09-25,Nittedal Municipality,60.07305556,10.87222222,female,handball women's tournament,handball
1142,Silje Solberg,gold,Norway,1990-06-16,Bærum Municipality,59.8904,10.526,female,handball women's tournament,handball
1143,Kari Brattset Dale,gold,Norway,1991-02-15,Fredrikstad Municipality,59.216667,10.95,female,handball women's tournament,handball
1144,Kristine Breistøl,gold,Norway,1993-08-23,Oslo,59.91333333,10.73888889,female,handball women's tournament,handball
1145,Vilde Ingstad,gold,Norway,1994-12-18,Oslo,59.91333333,10.73888889,female,handball women's tournament,handball
1146,Katrine Lunde,gold,Norway,1980-03-30,Kristiansand Municipality,58.14672222,7.99561111,female,handball women's tournament,handball
1147,Marit Røsberg Jacobsen,gold,Norway,1994-02-25,Narvik,68.43828,17.42777,female,handball women's tournament,handball
1148,Camilla Herrem,gold,Norway,1986-10-08,Stavanger,58.97,5.731388889,female,handball women's tournament,handball
1149,Sanna Solberg-Isaksen,gold,Norway,1990-06-16,Bærum Municipality,59.8904,10.526,female,handball women's tournament,handball
1150,Henny Reistad,gold,Norway,1999-02-09,Oslo,59.91333333,10.73888889,female,handball women's tournament,handball
1151,Thale Rushfeldt Deila,gold,Norway,2000-01-15,Porsgrunn,59.1419,9.6568,female,handball women's tournament,handball
1152,Laura Glauser,silver,France,1993-08-20,Besançon,47.24222222,6.021388889,female,handball women's tournament,handball
1153,Méline Nocandy,silver,France,1998-02-25,Saint-Claude,16.02722222,-61.69833333,female,handball women's tournament,handball
1154,Alicia Toublanc,silver,France,1996-05-03,Saint-Brieuc,48.51361111,-2.760277778,female,handball women's tournament,handball
1155,Chloé Valentini,silver,France,1995-04-19,Morteau,47.05805556,6.606111111,female,handball women's tournament,handball
1156,Coralie Lassource,silver,France,1992-09-01,Maisons-Laffitte,48.94611111,2.145,female,handball women's tournament,handball
1157,Grâce Zaadi,silver,France,1993-07-07,Courcouronnes,48.61805556,2.406944444,female,handball women's tournament,handball
1158,Cléopâtre Darleux,silver,France,1989-07-01,Wittenheim,47.8075,7.336944444,female,handball women's tournament,handball
1159,Laura Flippes,silver,France,1994-12-13,Strasbourg,48.57333333,7.752222222,female,handball women's tournament,handball
1160,Orlane Kanor,silver,France,1997-07-16,Les Abymes,16.27055556,-61.50472222,female,handball women's tournament,handball
1161,Tamara Horacek,silver,France,1995-11-05,Požega,45.33138889,17.67444444,female,handball women's tournament,handball
1162,Paulette Foppa,silver,France,2000-12-22,Amilly,47.97305556,2.770277778,female,handball women's tournament,handball
1163,Estelle Nze Minko,silver,France,1991-08-11,Saint-Sébastien-sur-Loire,47.20722222,-1.5025,female,handball women's tournament,handball
1164,Oriane Ondono,silver,France,1996-04-14,Alfortville,48.7975,2.424166667,female,handball women's tournament,handball
1165,Lucie Granier,silver,France,1999-06-11,Marseille,43.29666667,5.376388889,female,handball women's tournament,handball
1166,Sarah Bouktit,silver,France,2002-08-27,Mont-Saint-Martin,49.54055556,5.779444444,female,handball women's tournament,handball
1167,Léna Grandveau,silver,France,2003-01-21,Beaune,47.02416667,4.838888889,female,handball women's tournament,handball
1168,Hatadou Sako,silver,France,1995-10-21,Tournan-en-Brie,48.74055556,2.768055556,female,handball women's tournament,handball
1169,Sandra Toft,bronze,Denmark,1989-10-18,Gribskov Municipality,56.05,12.21666667,female,handball women's tournament,handball
1170,Sarah Iversen,bronze,Denmark,1990-04-10,Frederiksberg,55.6775,12.53638889,female,handball women's tournament,handball
1171,Helena Elver,bronze,Denmark,1998-03-01,Copenhagen,55.67611111,12.56888889,female,handball women's tournament,handball
1172,Anne Mette Hansen,bronze,Denmark,1994-08-25,Glostrup Municipality,55.66666667,12.4,female,handball women's tournament,handball
1173,Kathrine Heindahl,bronze,Denmark,1992-03-26,Nyborg,55.30972222,10.79166667,female,handball women's tournament,handball
1174,Line Haugsted,bronze,Denmark,1994-11-11,Skive,56.56666667,9.026944444,female,handball women's tournament,handball
1175,Althea Reinhardt,bronze,Denmark,1996-09-01,Aarhus,56.15638889,10.20972222,female,handball women's tournament,handball
1176,Mette Tranborg,bronze,Denmark,1996-01-01,Aarhus,56.15638889,10.20972222,female,handball women's tournament,handball
1177,Kristina Jørgensen,bronze,Denmark,1998-01-18,Horsens,55.86194444,9.851944444,female,handball women's tournament,handball
1178,Trine Østergaard,bronze,Denmark,1991-10-17,Galten,56.1564,9.905,female,handball women's tournament,handball
1179,Louise Burgaard,bronze,Denmark,1992-10-17,Esbjerg,55.47083333,8.451388889,female,handball women's tournament,handball
1180,Mie Højlund,bronze,Denmark,1997-10-24,Voldum,56.3656,10.1728,female,handball women's tournament,handball
1181,Emma Friis,bronze,Denmark,1999-10-31,Herning,56.13611111,8.976666667,female,handball women's tournament,handball
1182,Rikke Iversen,bronze,Denmark,1993-05-18,Nykøbing Falster,54.76666667,11.88333333,female,handball women's tournament,handball
1183,Michala Møller,bronze,Denmark,2000-02-16,Aalborg,57.05,9.916666667,female,handball women's tournament,handball
1184,Yeldos Smetov,gold,Kazakhstan,1992-09-09,Taraz,42.88333333,71.36666667,male,judo men's 60 kg,judo
1185,Luka Mkheidze,silver,France,1996-01-05,Tbilisi,41.7225,44.7925,male,judo men's 60 kg,judo
1186,Ryuju Nagayama,bronze,Japan,1996-04-15,Bibai,43.33294444,141.8537778,male,judo men's 60 kg,judo
1187,Francisco Garrigos,bronze,Spain,1994-12-09,Móstoles,40.33333333,-3.866666667,male,judo men's 60 kg,judo
1188,Hifumi Abe,gold,Japan,1997-08-09,Kobe,34.69016667,135.1954444,male,judo men's 66 kg,judo
1189,Willian Lima,silver,Brazil,2000-01-31,Mogi das Cruzes,-23.52277778,-46.19305556,male,judo men's 66 kg,judo
1190,Gusman Kyrgyzbayev,bronze,Kazakhstan,1992-09-28,Dikhankul,42.22274722,70.106025,male,judo men's 66 kg,judo
1191,Denis Vieru,bronze,Moldova,1996-03-10,Chișinău,47.02277778,28.83527778,male,judo men's 66 kg,judo
1192,Hidayet Heydarov,gold,Azerbaijan,1997-07-27,Karaganda,49.8,73.11666667,male,judo men's 73 kg,judo
1193,Joan-Benjamin Gaba,silver,France,2001-01-07,Sèvres,48.82305556,2.210833333,male,judo men's 73 kg,judo
1194,Adil Osmanov,bronze,Moldova,2000-07-02,Moscow,55.75583333,37.61777778,male,judo men's 73 kg,judo
1195,Soichi Hashimoto,bronze,Japan,1999-08-23,Shizuoka Prefecture,34.97694444,138.383,male,judo men's 73 kg,judo
1196,Takanori Nagase,gold,Japan,1993-10-14,Nagasaki,32.74952778,129.8796389,male,judo men's 81 kg,judo
1197,Tato Grigalashvili,silver,Georgia,1999-12-01,Kareli,42.02138889,43.89305556,male,judo men's 81 kg,judo
1198,Lee Joon-hwan,bronze,South Korea,2002-06-19,Gumi,36.21,128.3544444,male,judo men's 81 kg,judo
1199,Somon Makhmadbekov,bronze,Tajikistan,1999-03-24,Irkutsk,52.28333333,104.3,male,judo men's 81 kg,judo
1200,Lasha Bekauri,gold,Georgia,2000-07-26,Arkhiloskalo,41.40166667,46.44583333,male,judo men's 90 kg,judo
1201,Sanshiro Murao,silver,Japan,2000-08-28,United States of America,39.828175,-98.5795,male,judo men's 90 kg,judo
1202,Maxime-Gaël Ngayap Hambou,bronze,France,2001-06-22,Clichy,48.90361111,2.305555556,male,judo men's 90 kg,judo
1203,Theodoros Tselidis,bronze,Greece,1996-08-05,North Ossetia–Alania,43.18333333,44.23333333,male,judo men's 90 kg,judo
1204,Zelym Kotsoiev,gold,Azerbaijan,1998-08-09,Beslan,43.18333333,44.53333333,male,judo men's 100 kg,judo
1205,Ilia Sulamanidze,silver,Georgia,2001-06-18,Tkibuli,42.35027778,42.99833333,male,judo men's 100 kg,judo
1206,Peter Paltchik,bronze,Israel,1992-01-04,Yalta,44.49944444,34.15527778,male,judo men's 100 kg,judo
1207,Muzaffarbek Turoboyev,bronze,Uzbekistan,2000-04-05,Boysun District,38.2,67.2,male,judo men's 100 kg,judo
1208,Teddy Riner,gold,France,1989-04-07,Les Abymes,16.27055556,-61.50472222,male,judo men's +100 kg,judo
1209,Kim Min-jong,silver,South Korea,2000-09-01,Seoul,37.56,126.99,male,judo men's +100 kg,judo
1210,Temur Rakhimov,bronze,Tajikistan,1997-07-08,Dushanbe,38.57305556,68.78638889,male,judo men's +100 kg,judo
1211,Alisher Yusupov,bronze,Uzbekistan,1998-11-27,Urganch District,41.55,60.64,male,judo men's +100 kg,judo
1212,Natsumi Tsunoda,gold,Japan,1992-08-06,Yachiyo,35.72241667,140.0998889,female,judo women's 48 kg,judo
1213,Bavuudorjiin Baasankhüü,silver,Mongolia,1999-11-26,Mörön,49.6375,100.1613889,female,judo women's 48 kg,judo
1214,Shirine Boukli,bronze,France,1999-01-24,Aramon,43.89111111,4.680833333,female,judo women's 48 kg,judo
1215,Tara Babulfath,bronze,Sweden,2006-01-03,Huddinge Municipality,59.23333333,17.98333333,female,judo women's 48 kg,judo
1216,Diyora Keldiyorova,gold,Uzbekistan,1998-07-13,Juma,39.70944444,66.66138889,female,judo women's 52 kg,judo
1217,Distria Krasniqi,silver,Kosovo,1995-12-10,Peja,42.65913,20.28828,female,judo women's 52 kg,judo
1218,Larissa Pimenta,bronze,Brazil,1999-03-01,São Vicente,-23.9664177,-46.3861401,female,judo women's 52 kg,judo
1219,Amandine Buchard,bronze,France,1995-07-12,Noisy-le-Sec,48.89083333,2.453611111,female,judo women's 52 kg,judo
1220,Christa Deguchi,gold,Canada,1995-10-29,Shiojiri,36.11497222,137.9534444,female,judo women's 57 kg,judo
1221,Huh Mimi,silver,South Korea,2002-12-19,Edogawa-ku,35.70663889,139.8682778,female,judo women's 57 kg,judo
1222,Haruka Funakubo,bronze,Japan,1998-10-10,Fujiyoshida,35.48752778,138.80775,female,judo women's 57 kg,judo
1223,Sarah-Léonie Cysique,bronze,France,1998-07-06,Sarcelles,48.99722222,2.378055556,female,judo women's 57 kg,judo
1224,Andreja Leški,gold,Slovenia,1997-01-08,Koper,45.54754273,13.7306571,female,judo women's 63 kg,judo
1225,Prisca Awiti Alcaraz,silver,Mexico,1996-02-20,Enfield,51.65222222,-0.080833333,female,judo women's 63 kg,judo
1226,Clarisse Agbegnenou,bronze,France,1992-10-25,Rennes,48.11416667,-1.680833333,female,judo women's 63 kg,judo
1227,Laura Fazliu,bronze,Kosovo,2000-09-28,Mitrovica,42.88333333,20.86666667,female,judo women's 63 kg,judo
1228,Barbara Matić,gold,Croatia,1994-12-03,Split,43.51,16.44,female,judo women's 70 kg,judo
1229,Miriam Butkereit,silver,Germany,1994-05-08,Hamburg,53.55,10.0,female,judo women's 70 kg,judo
1230,Michaela Polleres,bronze,Austria,1997-07-15,Neunkirchen,47.72694444,16.08166667,female,judo women's 70 kg,judo
1231,Gabriella Willems,bronze,Belgium,1997-07-01,Liège,50.63972222,5.570555556,female,judo women's 70 kg,judo
1232,Alice Bellandi,gold,Italy,1998-11-28,Brescia,45.53888889,10.22028056,female,judo women's 78 kg,judo
1233,Inbar Lanir,silver,Israel,2000-04-03,Yehud,32.03333333,34.88333333,female,judo women's 78 kg,judo
1234,Ma Zhenzhao,bronze,People's Republic of China,1997-11-05,Binzhou,37.38055556,118.0125,female,judo women's 78 kg,judo
1235,Patrícia Sampaio,bronze,Portugal,1999-06-30,Tomar,39.6,-8.416666667,female,judo women's 78 kg,judo
1236,Beatriz Souza,gold,Brazil,1998-05-20,Itariri,-24.2888,-47.13325,female,judo women's +78 kg,judo
1237,Raz Hershko,silver,Israel,1998-06-19,Netanya,32.32861111,34.85666667,female,judo women's +78 kg,judo
1238,Kim Ha-yun,bronze,South Korea,2000-01-07,Busan,35.18,129.075,female,judo women's +78 kg,judo
