,id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
3948,5507,User5507,31.0,,,,Education,Morning,0
3949,1554,User1554,57.0,,Tablet,Side,Social Media,Night,0
3950,2289,User2289,,Female,,Bottom,Shopping,Morning,1
3951,4049,User4049,57.0,,Desktop,Top,,Night,1
3952,2155,User2155,,Female,Desktop,Side,Education,,0
3953,2581,User2581,,Female,Mobile,Bottom,,Evening,1
3954,5709,User5709,52.0,Male,,,Education,,0
3955,9231,User9231,21.0,,,Top,Shopping,Evening,1
3956,8190,User8190,26.0,,,,,Afternoon,1
3957,3239,User3239,19.0,,Desktop,Side,,Night,0
3958,4578,User4578,53.0,,Tablet,Top,Shopping,Night,0
3959,6765,User6765,46.0,Female,Tablet,,,,1
3960,9499,User9499,,,Mobile,Bottom,Social Media,Morning,1
3961,8515,User8515,,Non-Binary,Mobile,Bottom,Entertainment,Night,1
3962,7152,User7152,32.0,,Tablet,Side,,Morning,1
3963,805,User805,,,Desktop,Bottom,,Evening,1
3964,315,User315,,Non-Binary,Desktop,Side,Social Media,Evening,1
3965,4401,User4401,24.0,Non-Binary,,Top,News,Afternoon,0
3966,7066,User7066,,,,,Education,Night,0
3967,2032,User2032,,,Desktop,Bottom,,Morning,1
3968,606,User606,,Non-Binary,,Bottom,,Afternoon,1
3969,6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1
3970,8101,User8101,59.0,,Desktop,Bottom,,,1
3971,1760,User1760,,,Desktop,Side,,,0
3972,119,User119,59.0,,Tablet,,,Night,1
3973,5395,User5395,52.0,Female,Desktop,Bottom,Education,Afternoon,0
3974,2387,User2387,,Non-Binary,Mobile,Top,Social Media,,1
3975,234,User234,19.0,,Tablet,,Social Media,Morning,1
3976,6441,User6441,,,Desktop,Top,,,1
3977,4338,User4338,,,,Side,Entertainment,Morning,0
3978,4103,User4103,21.0,Non-Binary,Desktop,Bottom,News,Night,0
3979,6167,User6167,20.0,Male,,Side,Shopping,Night,1
3980,9609,User9609,34.0,,Mobile,Top,,Afternoon,0
3981,7971,User7971,,Non-Binary,Tablet,Top,,,1
3982,7163,User7163,29.0,Female,,Bottom,Entertainment,Night,0
3983,7747,User7747,42.0,,Tablet,Bottom,,Afternoon,0
3984,5635,User5635,40.0,,Mobile,Bottom,Entertainment,,0
3985,5878,User5878,,,Tablet,,,Afternoon,1
3986,6337,User6337,,,Mobile,,Social Media,,1
3987,518,User518,29.0,Male,,,,,1
3988,1793,User1793,,,Desktop,Side,,Morning,0
3989,1526,User1526,50.0,,Mobile,Top,,Afternoon,0
3990,9412,User9412,34.0,,Mobile,Bottom,Social Media,Morning,1
3991,928,User928,,Male,Desktop,Side,Social Media,Night,1
3992,606,User606,,Non-Binary,Desktop,,Entertainment,Afternoon,1
3993,4017,User4017,38.0,Female,Desktop,Bottom,,Morning,0
3994,5909,User5909,,,Tablet,,,Afternoon,1
3995,2876,User2876,23.0,Non-Binary,,Top,Education,Morning,1
3996,3336,User3336,26.0,Non-Binary,Desktop,,,Morning,1
3997,4726,User4726,29.0,Non-Binary,,Top,Entertainment,Evening,0
3998,8949,User8949,26.0,,Mobile,Side,,Night,1
3999,4228,User4228,,,Desktop,Side,,Morning,1
4000,9412,User9412,34.0,,Mobile,Bottom,Social Media,Morning,1
4001,2555,User2555,,Non-Binary,Tablet,Bottom,News,Evening,1
4002,5198,User5198,47.0,Male,Desktop,Bottom,,,1
4003,4981,User4981,,Male,,Bottom,,,1
4004,9892,User9892,51.0,,Tablet,Side,,Evening,1
4005,5520,User5520,,Non-Binary,,Bottom,,,1
4006,6161,User6161,,Female,Tablet,Bottom,,Afternoon,1
4007,5694,User5694,64.0,Male,,Top,,Night,0
4008,5569,User5569,,,Mobile,Bottom,,Afternoon,1
4009,5308,User5308,,,Desktop,Side,,Night,1
4010,8373,User8373,29.0,Male,Desktop,,Shopping,,1
4011,5748,User5748,,,,Side,Entertainment,Morning,1
4012,5053,User5053,61.0,,Tablet,Side,Entertainment,Morning,1
4013,9637,User9637,36.0,Female,Tablet,Bottom,,Night,0
4014,8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1
4015,8230,User8230,19.0,Male,Mobile,,Education,,0
4016,8373,User8373,29.0,Male,,Side,Shopping,Afternoon,1
4017,7919,User7919,,Female,Desktop,Side,,,0
4018,9499,User9499,,Female,Mobile,Bottom,Social Media,Morning,1
4019,1273,User1273,,Non-Binary,Mobile,Bottom,,,1
4020,255,User255,,,Desktop,,Entertainment,Night,1
4021,6100,User6100,,,Desktop,Bottom,,Night,1
4022,4483,User4483,,Non-Binary,,Top,News,Evening,1
4023,5066,User5066,46.0,Non-Binary,Mobile,Side,,Morning,1
4024,7498,User7498,,Male,,Side,Shopping,Afternoon,1
4025,6884,User6884,,Male,Desktop,,,,0
4026,6296,User6296,,,,Bottom,Education,,1
4027,9420,User9420,,Non-Binary,Tablet,Side,Education,,1
4028,7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1
4029,6236,User6236,,,Tablet,Top,,,0
4030,8948,User8948,,,Mobile,Bottom,Education,Evening,1
4031,6708,User6708,,,Desktop,Top,,,1
4032,1908,User1908,26.0,,Mobile,Bottom,,Evening,1
4033,5574,User5574,52.0,,Desktop,,Shopping,Afternoon,1
4034,1291,User1291,,Male,Tablet,Bottom,,,0
4035,24,User24,,,,Side,,,1
4036,7278,User7278,,,Tablet,Side,,Afternoon,0
4037,1454,User1454,,Female,Tablet,Top,,Morning,1
4038,3325,User3325,,Male,Mobile,Bottom,Education,Morning,1
4039,5067,User5067,,Female,Tablet,Top,Shopping,Afternoon,0
4040,1077,User1077,,Non-Binary,Desktop,Top,,Afternoon,1
4041,8530,User8530,,Female,Mobile,Top,Social Media,Afternoon,1
4042,9136,User9136,,,Desktop,Side,,Afternoon,1
4043,5783,User5783,,,Desktop,Bottom,Education,Evening,1
4044,6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1
4045,1649,User1649,,Non-Binary,Mobile,,Education,Evening,0
4046,171,User171,,Male,,Side,Social Media,,0
4047,9734,User9734,,,Mobile,Bottom,News,,0
4048,3014,User3014,,,Mobile,Top,,,1
4049,2733,User2733,,Non-Binary,,Bottom,,,1
4050,9753,User9753,46.0,,Tablet,Top,Entertainment,Night,1
4051,6153,User6153,30.0,,,Side,Entertainment,,1
4052,6337,User6337,,,Mobile,Top,,Night,1
4053,4228,User4228,,,Desktop,Side,,Morning,1
4054,8041,User8041,,,Mobile,Bottom,,Afternoon,1
4055,6030,User6030,,Female,,Side,,Night,0
4056,6849,User6849,39.0,,Mobile,Top,Entertainment,,1
4057,2372,User2372,59.0,Female,,Side,News,Morning,0
4058,1534,User1534,47.0,Non-Binary,Desktop,Side,,Morning,0
4059,4385,User4385,,Non-Binary,Desktop,,,Evening,0
4060,9660,User9660,,,Desktop,Top,Social Media,Night,1
4061,775,User775,,Female,Mobile,Top,Shopping,Evening,1
4062,5980,User5980,40.0,Female,,Side,,,1
4063,4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
4064,7016,User7016,24.0,,,Top,,Afternoon,0
4065,400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1
4066,3060,User3060,,Male,Tablet,Bottom,,Morning,1
4067,4853,User4853,,,Tablet,,Shopping,Afternoon,1
4068,1225,User1225,,,Tablet,Side,Entertainment,Evening,1
4069,8361,User8361,41.0,Female,,Side,News,Afternoon,1
4070,518,User518,29.0,Male,Tablet,Bottom,Shopping,,1
4071,9267,User9267,,,Desktop,,,Morning,1
4072,6092,User6092,,Male,Mobile,Bottom,News,Morning,0
4073,5832,User5832,28.0,Non-Binary,,Side,,Afternoon,1
4074,4347,User4347,53.0,Female,Mobile,,Social Media,Evening,0
4075,6957,User6957,36.0,Female,Desktop,Top,Education,Morning,0
4076,9220,User9220,21.0,,Mobile,Side,Social Media,,1
4077,6958,User6958,18.0,Non-Binary,Mobile,Side,,Afternoon,0
4078,6268,User6268,,,Desktop,Top,,Night,1
4079,9075,User9075,36.0,Female,Mobile,,,Night,1
4080,1305,User1305,,Female,Tablet,Top,News,Night,1
4081,4717,User4717,59.0,,Tablet,Top,Entertainment,Night,0
4082,4108,User4108,36.0,,Tablet,Top,,Morning,1
4083,7028,User7028,,,Mobile,Side,Entertainment,,0
4084,4006,User4006,,Non-Binary,Mobile,Side,,Afternoon,0
4085,5114,User5114,34.0,,Mobile,Bottom,,Night,0
4086,5626,User5626,,,Tablet,Top,Shopping,Afternoon,0
4087,100,User100,,Non-Binary,Tablet,,Social Media,Morning,0
4088,9499,User9499,,Female,Mobile,Bottom,Social Media,,1
4089,7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1
4090,3740,User3740,,Non-Binary,Tablet,Side,Social Media,Afternoon,1
4091,7145,User7145,,,Desktop,Side,Entertainment,Evening,0
4092,3906,User3906,,Non-Binary,Tablet,,,,1
4093,9070,User9070,,Non-Binary,Tablet,Bottom,,,1
4094,5921,User5921,,,Desktop,,,,1
4095,3246,User3246,,Female,,Top,Education,Afternoon,1
4096,4889,User4889,,,Tablet,Bottom,,Evening,1
4097,2934,User2934,,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
4098,5520,User5520,,Non-Binary,Desktop,Bottom,,Afternoon,1
4099,6449,User6449,42.0,,Desktop,Top,Shopping,Night,1
4100,1136,User1136,58.0,,Mobile,Side,,,1
4101,2431,User2431,54.0,Male,Desktop,Top,,Night,1
4102,6331,User6331,,,Desktop,,News,Night,0
4103,2311,User2311,,,Desktop,Bottom,,Afternoon,1
4104,5053,User5053,61.0,,Tablet,Side,Entertainment,Morning,1
4105,3236,User3236,56.0,Female,Mobile,Bottom,Education,Morning,1
4106,1529,User1529,20.0,,,Top,Entertainment,Afternoon,1
4107,2297,User2297,,Male,Tablet,,Education,Morning,1
4108,8081,User8081,,,,Bottom,Entertainment,Night,1
4109,9206,User9206,25.0,Male,Mobile,Side,Entertainment,Morning,0
4110,2043,User2043,,Non-Binary,,,,Evening,0
4111,6893,User6893,,,Mobile,,Entertainment,Evening,1
4112,1053,User1053,50.0,,Tablet,Bottom,,Night,0
4113,3645,User3645,34.0,,,Side,Entertainment,Afternoon,0
4114,6037,User6037,,,Desktop,Bottom,,Evening,0
4115,5418,User5418,,Male,Mobile,,Entertainment,Evening,1
4116,4539,User4539,54.0,Male,Mobile,Bottom,,Night,1
4117,2455,User2455,56.0,Male,Tablet,Bottom,,Evening,0
4118,4228,User4228,,,Desktop,Side,,,1
4119,2173,User2173,52.0,Male,Mobile,Bottom,,,1
4120,6296,User6296,,,Desktop,Bottom,Education,Evening,1
4121,8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1
4122,1148,User1148,25.0,,Mobile,Bottom,,Afternoon,1
4123,564,User564,36.0,,Desktop,Bottom,Education,Morning,0
4124,6066,User6066,,,Desktop,,News,,1
4125,6409,User6409,52.0,Male,Desktop,Top,,,1
4126,6248,User6248,48.0,Female,Mobile,,,Evening,1
4127,8557,User8557,,,Mobile,Side,Entertainment,,0
4128,2330,User2330,27.0,,Tablet,Top,,Evening,0
4129,5276,User5276,42.0,,Tablet,Side,Shopping,,1
4130,4281,User4281,55.0,,,,Education,,0
4131,522,User522,24.0,,Mobile,Top,,Afternoon,0
4132,4108,User4108,36.0,,,,,Morning,1
4133,8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1
4134,5909,User5909,45.0,,,Top,,Afternoon,1
4135,2032,User2032,,,,,Education,Morning,1
4136,1908,User1908,26.0,Male,,Bottom,Education,Evening,1
4137,3750,User3750,25.0,,Tablet,Side,Shopping,Night,0
4138,7878,User7878,60.0,,Tablet,Side,,Afternoon,1
4139,1762,User1762,41.0,,,Side,Entertainment,Afternoon,1
4140,8101,User8101,59.0,,,,,Afternoon,1
4141,5053,User5053,61.0,,Tablet,Side,Entertainment,Morning,1
4142,8983,User8983,45.0,,,,Entertainment,Night,0
4143,8593,User8593,41.0,Male,,Bottom,News,Night,0
4144,4021,User4021,38.0,,Mobile,Side,,Morning,1
4145,4834,User4834,,,Desktop,Bottom,,Evening,0
4146,7739,User7739,58.0,,,,,Evening,0
4147,5748,User5748,,,,,,Morning,1
4148,293,User293,35.0,Non-Binary,Desktop,Side,Social Media,Morning,0
4149,6153,User6153,30.0,,Mobile,Side,Entertainment,Night,1
4150,9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1
4151,6886,User6886,43.0,Male,Mobile,Bottom,,,1
4152,9418,User9418,20.0,Male,,,News,Night,1
4153,503,User503,43.0,,Desktop,,Social Media,Morning,1
4154,1399,User1399,,Female,Mobile,Bottom,Education,Night,1
4155,4945,User4945,,,Tablet,Top,Social Media,Morning,1
4156,7526,User7526,,,Tablet,Side,,Evening,1
4157,5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
4158,1905,User1905,62.0,,,Bottom,Education,Night,1
4159,5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1
4160,7961,User7961,64.0,Female,Mobile,Side,Shopping,Evening,0
4161,6251,User6251,44.0,Non-Binary,Mobile,Side,,Morning,1
4162,4756,User4756,59.0,Non-Binary,Mobile,,Education,Evening,1
4163,8817,User8817,53.0,Male,Tablet,Bottom,,,1
4164,6421,User6421,,Female,Desktop,Side,Shopping,Morning,0
4165,7544,User7544,,Female,Mobile,,News,Afternoon,1
4166,5371,User5371,62.0,,,Top,,Night,0
4167,8324,User8324,49.0,,Desktop,Bottom,News,Morning,0
4168,6862,User6862,,Male,Tablet,,Education,,1
4169,8018,User8018,,,Desktop,Side,,Night,1
4170,7348,User7348,29.0,,Desktop,Top,Shopping,Evening,0
4171,4073,User4073,,Male,Desktop,Top,Entertainment,Evening,1
4172,6880,User6880,,Female,Mobile,Side,News,,1
4173,518,User518,,Male,,Bottom,,Morning,1
4174,2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1
4175,2370,User2370,54.0,Non-Binary,Tablet,Bottom,Education,Evening,0
4176,7765,User7765,,,,Side,Entertainment,Evening,0
4177,6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1
4178,3117,User3117,21.0,,Tablet,,,,1
4179,2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1
4180,7757,User7757,61.0,Non-Binary,Tablet,Side,,Night,0
4181,9397,User9397,19.0,,Tablet,Top,Entertainment,Evening,1
4182,6708,User6708,,,Desktop,Top,,Night,1
4183,7858,User7858,,Non-Binary,Tablet,Top,,Night,0
4184,2733,User2733,,Non-Binary,Tablet,,,Morning,1
4185,6296,User6296,29.0,,Desktop,Bottom,Education,Evening,1
4186,3403,User3403,56.0,Female,Desktop,Top,,Night,1
4187,5699,User5699,19.0,,Tablet,Top,,Morning,1
4188,3740,User3740,,Non-Binary,Tablet,,Social Media,,1
4189,5783,User5783,,,Desktop,,,Evening,1
4190,6928,User6928,41.0,Non-Binary,Tablet,Side,News,,0
4191,6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1
4192,2059,User2059,58.0,,,,Social Media,Afternoon,0
4193,7097,User7097,28.0,Female,Tablet,Side,Shopping,Morning,0
4194,2721,User2721,,Male,Mobile,Side,Social Media,Afternoon,0
4195,3352,User3352,,Female,Desktop,Side,,Night,1
4196,3604,User3604,49.0,Male,Tablet,,News,Morning,1
4197,1454,User1454,,Female,Tablet,Top,,,1
4198,2656,User2656,,,Mobile,Side,Shopping,Night,0
4199,8808,User8808,55.0,,Tablet,Side,,Morning,0
4200,6129,User6129,36.0,Male,Tablet,Bottom,,Evening,1
4201,1635,User1635,54.0,Female,Tablet,,News,,1
4202,6762,User6762,28.0,,Tablet,Bottom,Shopping,Afternoon,0
4203,5952,User5952,,Male,Tablet,Bottom,,Evening,0
4204,9516,User9516,,Female,,,,Morning,1
4205,973,User973,,,Mobile,Bottom,,,1
4206,5414,User5414,,Female,Desktop,,Entertainment,Evening,1
4207,5110,User5110,44.0,Female,Tablet,Top,Shopping,,1
4208,4228,User4228,,,Desktop,Side,,Morning,1
4209,5030,User5030,54.0,,Tablet,Top,,,1
4210,5389,User5389,,,Desktop,,Education,Evening,0
4211,8956,User8956,,,Tablet,Top,News,Morning,1
4212,4756,User4756,,Non-Binary,Mobile,Bottom,Education,Evening,1
4213,5939,User5939,18.0,Female,Desktop,,,Afternoon,0
4214,6593,User6593,,,Mobile,Top,,Afternoon,0
4215,5751,User5751,41.0,Female,Desktop,Side,Social Media,,0
4216,9888,User9888,49.0,Male,,Top,News,Morning,1
4217,8892,User8892,40.0,Male,,Side,,Night,0
4218,7993,User7993,,Non-Binary,,,Social Media,Morning,1
4219,1549,User1549,56.0,,Desktop,,,Afternoon,1
4220,5194,User5194,53.0,Male,Mobile,,News,Afternoon,1
4221,6258,User6258,,,Tablet,,,Night,1
4222,3375,User3375,,Non-Binary,Mobile,Bottom,Education,,1
4223,1988,User1988,,,Tablet,Side,Shopping,Evening,0
4224,5921,User5921,,,Desktop,Side,,Morning,1
4225,5881,User5881,26.0,Non-Binary,Tablet,Top,,Morning,1
4226,24,User24,,,Tablet,Side,,Afternoon,1
4227,141,User141,58.0,Male,Tablet,Side,Education,Night,0
4228,9934,User9934,29.0,,,Top,,Evening,0
4229,3562,User3562,,,,,,Night,0
4230,5941,User5941,,Non-Binary,Desktop,Side,Education,Evening,0
4231,1710,User1710,,,Tablet,Side,,,1
4232,4621,User4621,20.0,,Desktop,Top,,Afternoon,1
4233,5182,User5182,43.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0
4234,3771,User3771,28.0,,,,,Evening,0
4235,6495,User6495,,Non-Binary,Tablet,,Education,Afternoon,1
4236,3325,User3325,,Male,Mobile,,Education,,1
4237,1905,User1905,62.0,,Mobile,Bottom,Education,Night,1
4238,8832,User8832,,,,Side,,Night,1
4239,5110,User5110,44.0,Female,Tablet,,Shopping,Morning,1
4240,7874,User7874,33.0,Non-Binary,Tablet,,Entertainment,Evening,0
4241,7526,User7526,,,Tablet,Side,,Evening,1
4242,7450,User7450,,,,Side,News,Night,1
4243,5269,User5269,,,,Side,Social Media,Evening,0
4244,5909,User5909,45.0,,Tablet,Top,,,1
4245,1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
4246,674,User674,,,Tablet,Side,Entertainment,Evening,1
4247,5980,User5980,40.0,,Desktop,Side,,Morning,1
4248,5566,User5566,,Non-Binary,Mobile,Bottom,Social Media,,1
4249,8515,User8515,,Non-Binary,,Bottom,,,1
4250,2336,User2336,32.0,,,Side,,Morning,1
4251,5629,User5629,,,,,,Night,1
4252,1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Night,1
4253,427,User427,34.0,,Desktop,Side,Entertainment,,0
4254,5623,User5623,53.0,,Desktop,Side,,Morning,1
4255,928,User928,,Male,,,Social Media,Night,1
4256,188,User188,56.0,Female,Tablet,,News,Morning,1
4257,1931,User1931,,,Mobile,Bottom,Shopping,Night,1
4258,3171,User3171,42.0,,Tablet,,,Evening,0
4259,5498,User5498,,Female,Tablet,Side,Education,,1
4260,1334,User1334,21.0,Female,Mobile,Top,,,0
4261,998,User998,,,Tablet,Top,,Evening,1
4262,2272,User2272,52.0,,Tablet,Bottom,News,Morning,1
4263,553,User553,60.0,Non-Binary,Tablet,Top,,,0
4264,5498,User5498,,Female,Tablet,Side,Education,Morning,1
4265,7152,User7152,32.0,,Tablet,,,,1
4266,1027,User1027,55.0,Female,,Bottom,Entertainment,Night,0
4267,9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1
4268,9966,User9966,,,Mobile,,,Afternoon,1
4269,9611,User9611,,Male,Desktop,Side,Entertainment,Afternoon,1
4270,3746,User3746,,Male,Desktop,Top,,Morning,1
4271,1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1
4272,2595,User2595,,,,Bottom,,Morning,1
4273,5623,User5623,,,Desktop,Side,,Morning,1
4274,3297,User3297,18.0,Female,Tablet,Bottom,,,1
4275,6202,User6202,,Female,Tablet,Bottom,,Night,1
4276,9136,User9136,,Non-Binary,,,,Afternoon,1
4277,4849,User4849,50.0,Male,Desktop,Side,,,0
4278,2137,User2137,,Male,,Side,News,Night,1
4279,674,User674,,,Tablet,Side,Entertainment,Evening,1
4280,2542,User2542,,Non-Binary,Mobile,Side,,Evening,1
4281,7828,User7828,29.0,,Tablet,Bottom,,Morning,1
4282,4677,User4677,41.0,,Mobile,Side,Education,Night,0
4283,3236,User3236,56.0,Female,Mobile,,Education,,1
4284,3644,User3644,,Female,,Side,Entertainment,Evening,1
4285,5878,User5878,,,Tablet,Bottom,Education,Afternoon,1
4286,6467,User6467,30.0,Non-Binary,Desktop,,,Morning,1
4287,6165,User6165,,Male,Mobile,Side,Entertainment,Afternoon,0
4288,3246,User3246,,Female,Mobile,Top,Education,Afternoon,1
4289,8147,User8147,32.0,Female,Desktop,,,Night,1
4290,3391,User3391,26.0,,Mobile,Side,Entertainment,,0
4291,1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1
4292,9057,User9057,38.0,,Desktop,Side,,,1
4293,9064,User9064,41.0,,Mobile,,Entertainment,Night,1
4294,3422,User3422,,,,Top,Social Media,Morning,0
4295,6679,User6679,26.0,Male,,Bottom,,Night,1
4296,5566,User5566,,,Mobile,Bottom,Social Media,Morning,1
4297,3336,User3336,26.0,Non-Binary,Desktop,Bottom,,,1
4298,2117,User2117,39.0,,Tablet,Bottom,,Afternoon,0
4299,3297,User3297,18.0,Female,,Bottom,,Night,1
4300,1995,User1995,53.0,Male,Desktop,Top,,Evening,0
4301,1914,User1914,42.0,Male,,,Shopping,Night,1
4302,3297,User3297,,Female,Tablet,Bottom,,Night,1
4303,1487,User1487,,Male,,,Education,Morning,0
4304,6602,User6602,,Female,Desktop,,,Night,1
4305,8684,User8684,,Non-Binary,Tablet,Top,Shopping,,1
4306,8174,User8174,20.0,Female,Mobile,,,Afternoon,1
4307,5439,User5439,38.0,,Tablet,,Social Media,Afternoon,1
4308,1178,User1178,,Male,,,,Evening,1
4309,804,User804,24.0,,Mobile,,,Afternoon,0
4310,6365,User6365,,,Tablet,Bottom,,Evening,1
4311,9157,User9157,,,Mobile,,Entertainment,,1
4312,6278,User6278,,,Desktop,,,Night,0
4313,188,User188,56.0,Female,Tablet,Bottom,News,Morning,1
4314,9253,User9253,33.0,,Mobile,Side,Shopping,Evening,0
4315,1296,User1296,34.0,,Tablet,,,Morning,1
4316,7471,User7471,,Female,Mobile,Bottom,Shopping,Morning,1
4317,3861,User3861,,Non-Binary,Mobile,Bottom,Education,Night,0
4318,9418,User9418,20.0,,Tablet,Side,News,Night,1
4319,6708,User6708,,,Desktop,,,Night,1
4320,2272,User2272,,,,Bottom,,Morning,1
4321,3908,User3908,50.0,Female,,Bottom,,Evening,1
4322,1077,User1077,,Non-Binary,Desktop,Top,,,1
4323,9064,User9064,41.0,Female,Mobile,,Entertainment,Night,1
4324,1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1
4325,6100,User6100,,,,Bottom,Education,Night,1
4326,7670,User7670,,,Tablet,,Education,,1
4327,6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1
4328,9807,User9807,35.0,,Tablet,Bottom,Education,Night,1
4329,2295,User2295,53.0,,Tablet,Bottom,,Afternoon,0
4330,222,User222,,,Tablet,,News,Afternoon,0
4331,1935,User1935,30.0,,Desktop,Bottom,Entertainment,Afternoon,1
4332,2137,User2137,,Male,Tablet,Side,News,Night,1
4333,7322,User7322,,Female,Desktop,Bottom,Social Media,Afternoon,1
4334,2223,User2223,27.0,Male,Desktop,,Shopping,Evening,0
4335,7248,User7248,,Non-Binary,Mobile,Top,Social Media,Evening,1
4336,7962,User7962,58.0,,,Top,,Afternoon,1
4337,7076,User7076,,Non-Binary,,Side,News,Afternoon,0
4338,4230,User4230,35.0,Female,,Top,Education,,1
4339,2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1
4340,1369,User1369,,,Desktop,Bottom,Social Media,Morning,1
4341,7002,User7002,,,Tablet,Side,,,0
4342,3403,User3403,56.0,Female,Desktop,Top,,Night,1
4343,8684,User8684,,,Tablet,Top,Shopping,Afternoon,1
4344,8101,User8101,59.0,,Desktop,Bottom,,Afternoon,1
4345,9408,User9408,,,Desktop,Bottom,News,Night,0
4346,2290,User2290,41.0,,Tablet,Top,,Evening,1
4347,2289,User2289,,Female,Desktop,Bottom,Shopping,Morning,1
4348,5295,User5295,56.0,Non-Binary,Desktop,Side,Shopping,Night,0
4349,9499,User9499,,Female,Mobile,Bottom,Social Media,Morning,1
4350,387,User387,22.0,,Mobile,Side,Education,Afternoon,0
4351,6202,User6202,,Female,Tablet,Bottom,Shopping,Night,1
4352,6112,User6112,34.0,,Desktop,Bottom,Education,,0
4353,1420,User1420,62.0,Non-Binary,Desktop,,News,,1
4354,8459,User8459,,,Tablet,Bottom,Entertainment,,1
4355,7674,User7674,43.0,Female,,,,Afternoon,1
4356,1721,User1721,34.0,,Mobile,Bottom,Social Media,Afternoon,1
4357,2116,User2116,,,Mobile,Top,Education,,0
4358,4266,User4266,,,Desktop,Side,,Morning,1
4359,7652,User7652,,Male,Mobile,Bottom,Education,Morning,1
4360,2124,User2124,,,Desktop,Top,,Evening,1
4361,1138,User1138,33.0,Female,Desktop,,Social Media,,0
4362,2691,User2691,,Non-Binary,Desktop,Bottom,News,Afternoon,1
4363,3062,User3062,34.0,Male,,Bottom,Entertainment,Evening,1
4364,4086,User4086,,Female,Desktop,,,Morning,1
4365,9267,User9267,20.0,,Desktop,Top,,Morning,1
4366,2021,User2021,41.0,Male,Mobile,Bottom,Social Media,,1
4367,375,User375,26.0,Non-Binary,Mobile,Top,,,1
4368,8115,User8115,,Female,,,Social Media,Afternoon,1
4369,6049,User6049,,Male,Tablet,Side,Education,Evening,0
4370,6345,User6345,,,Mobile,Top,,,0
4371,9775,User9775,31.0,Female,Tablet,Side,Shopping,Afternoon,0
4372,5482,User5482,34.0,,Mobile,Bottom,Entertainment,Evening,0
4373,2596,User2596,52.0,,Mobile,,Social Media,Afternoon,0
4374,692,User692,,Non-Binary,Desktop,,,Night,0
4375,5030,User5030,,,Tablet,Top,,Morning,1
4376,2839,User2839,54.0,,,Bottom,Education,Afternoon,0
4377,2157,User2157,42.0,,Desktop,Side,Shopping,Night,0
4378,8692,User8692,,Male,Mobile,Bottom,,Afternoon,1
4379,6086,User6086,,Male,Desktop,Bottom,,Morning,1
4380,6479,User6479,,Male,Tablet,Side,,Afternoon,1
4381,8957,User8957,,,,Top,,Morning,1
4382,2336,User2336,32.0,,Tablet,,,Morning,1
4383,9833,User9833,34.0,Female,Desktop,Side,Social Media,Night,0
4384,2977,User2977,52.0,Female,Desktop,Bottom,,Evening,0
4385,4906,User4906,,Male,,,,Evening,0
4386,8760,User8760,,,Tablet,,News,Night,0
4387,6906,User6906,,Non-Binary,Mobile,Top,,Morning,1
4388,9504,User9504,,Male,Tablet,Top,,Morning,1
4389,8737,User8737,43.0,Male,Mobile,Side,,Morning,0
4390,6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
4391,8753,User8753,,Non-Binary,Tablet,Top,,Morning,1
4392,2275,User2275,28.0,,Mobile,Bottom,News,Morning,0
4393,5420,User5420,,Male,Mobile,Bottom,,Morning,1
4394,6143,User6143,29.0,Non-Binary,,Bottom,,Afternoon,1
4395,9157,User9157,,,Mobile,Bottom,Entertainment,Morning,1
4396,2876,User2876,23.0,Non-Binary,,Top,Education,Morning,1
4397,4266,User4266,,,Desktop,,News,Morning,1
4398,5878,User5878,,,,,Education,Afternoon,1
4399,3330,User3330,,Male,Desktop,Top,News,,1
4400,4019,User4019,,Male,Tablet,Top,Shopping,Evening,0
4401,5586,User5586,,Female,,,,Afternoon,0
